278020,800.00,687.98,99.2
278030,800.00,693.58,74.8
278040,800.00,706.46,50.1
278050,800.00,725.97,21.5
278060,800.00,750.18,-7.2
278070,800.00,776.74,-33.1
278080,800.00,804.39,-57.4
278090,800.00,831.31,-77.5
278100,800.00,854.45,-88.6
278110,800.00,872.96,-94.3
278120,800.00,888.17,-100.1
278130,800.00,900.34,-104.0
278140,800.00,909.67,-106.1
278150,800.00,911.13,-91.8
278160,800.00,904.71,-71.1
278170,800.00,891.17,-46.3
278180,800.00,871.73,-19.2
278190,800.00,846.99,11.1
278200,800.00,818.99,40.0
278210,800.00,790.39,64.1
278220,800.00,762.91,83.9
278230,800.00,739.13,95.7
278240,800.00,720.70,99.9
278250,800.00,705.96,104.6
278260,800.00,693.57,110.1
278270,800.00,685.66,107.7
278280,800.00,687.13,88.1
278290,800.00,696.50,65.0
278300,800.00,713.20,37.2
278310,800.00,735.76,7.6
278320,800.00,761.81,-20.1
278330,800.00,790.05,-47.0
278340,800.00,817.84,-68.4
278350,800.00,843.67,-85.3
278360,800.00,865.14,-93.9
278370,800.00,882.91,-100.9
278380,800.00,896.53,-103.7
278390,800.00,907.42,-107.3
278400,800.00,913.34,-102.3
278410,800.00,910.27,-82.2
278420,800.00,899.02,-57.1
278430,800.00,882.01,-32.2
278440,800.00,859.61,-3.6
278450,800.00,832.49,27.5
278460,800.00,803.39,54.7
278470,800.00,774.31,78.0
278480,800.00,747.25,95.7
278490,800.00,726.00,101.3
278500,800.00,709.00,106.6
278510,800.00,695.60,110.4
278520,800.00,685.28,112.8
278530,800.00,683.42,97.6
278540,800.00,689.14,78.2
278550,800.00,702.91,51.3
278560,800.00,722.93,23.0
278570,800.00,746.94,-4.1
278580,800.00,774.15,-32.2
278590,800.00,802.92,-58.3
278600,800.00,829.74,-75.9
278610,800.00,853.19,-88.1
278620,800.00,871.35,-92.2
278630,800.00,886.48,-98.5
278640,800.00,898.99,-103.5
278650,800.00,908.99,-106.8
278660,800.00,910.79,-92.1
278670,800.00,904.83,-72.1
278680,800.00,891.27,-46.2
278690,800.00,872.21,-20.2
278700,800.00,847.77,10.0
278710,800.00,820.22,38.2
278720,800.00,791.77,62.8
278730,800.00,764.22,83.2
278740,800.00,740.57,94.4
278750,800.00,721.66,100.3
278760,800.00,706.13,106.2
278770,800.00,694.10,109.0
278780,800.00,686.88,105.5
278790,800.00,688.11,87.9
278800,800.00,697.08,65.5
278810,800.00,713.07,38.9
278820,800.00,735.05,9.4
278830,800.00,760.84,-18.7
278840,800.00,787.87,-42.8
278850,800.00,816.10,-67.8
278860,800.00,841.68,-83.1
278870,800.00,862.74,-91.0
278880,800.00,879.60,-96.3
278890,800.00,893.08,-100.6
278900,800.00,903.66,-103.5
278910,800.00,909.33,-98.5
278920,800.00,907.06,-81.1
278930,800.00,897.45,-58.9
278940,800.00,880.76,-31.6
278950,800.00,859.01,-4.2
278960,800.00,833.01,25.0
278970,800.00,804.81,51.9
278980,800.00,776.64,74.4
278990,800.00,750.72,90.8
ACK sp=500.0
279000,500.00,729.97,-255.0
279010,500.00,712.18,-134.7
279020,500.00,689.34,-106.8
279030,500.00,661.87,-76.0
279040,500.00,629.30,-40.0
279050,500.00,594.04,-6.7
279060,500.00,556.03,29.1
279070,500.00,518.03,59.4
279080,500.00,481.82,84.8
279090,500.00,450.06,101.5
279100,500.00,424.44,109.9
279110,500.00,404.16,115.7
279120,500.00,388.32,119.7
279130,500.00,380.06,111.5
279140,500.00,382.05,89.7
279150,500.00,393.24,62.6
279160,500.00,411.39,34.4
279170,500.00,436.11,1.6
279180,500.00,464.29,-27.7
279190,500.00,494.43,-55.8
279200,500.00,524.75,-80.4
279210,500.00,552.00,-96.2
279220,500.00,573.80,-102.9
279230,500.00,591.24,-108.4
279240,500.00,604.19,-110.0
279250,500.00,613.95,-111.8
279260,500.00,613.76,-92.0
279270,500.00,605.81,-70.4
279280,500.00,588.65,-38.4
279290,500.00,565.52,-8.2
279300,500.00,538.21,21.9
279310,500.00,508.97,49.2
279320,500.00,479.98,71.9
279330,500.00,453.78,87.4
279340,500.00,432.23,95.5
279350,500.00,415.18,100.4
279360,500.00,401.54,104.7
279370,500.00,391.44,106.0
279380,500.00,389.75,90.8
279390,500.00,397.20,66.8
279400,500.00,411.16,42.8
279410,500.00,430.73,16.1
279420,500.00,455.38,-13.6
279430,500.00,482.11,-39.1
279440,500.00,509.28,-61.8
279450,500.00,536.63,-84.1
279460,500.00,557.50,-88.0
279470,500.00,574.80,-94.9
279480,500.00,588.64,-99.2
279490,500.00,598.71,-100.0
279500,500.00,605.37,-98.8
279510,500.00,602.50,-77.7
279520,500.00,592.40,-55.4
279530,500.00,574.12,-24.6
279540,500.00,550.89,3.8
279550,500.00,524.52,31.1
279560,500.00,497.21,54.8
279570,500.00,471.37,72.6
279580,500.00,448.90,84.0
279590,500.00,430.92,89.6
279600,500.00,416.93,93.0
279610,500.00,405.75,96.6
279620,500.00,397.80,96.7
279630,500.00,398.64,78.7
279640,500.00,407.11,56.9
279650,500.00,422.49,31.0
279660,500.00,442.99,4.5
279670,500.00,466.79,-21.1
279680,500.00,492.63,-45.8
279690,500.00,518.11,-65.5
279700,500.00,540.89,-78.4
279710,500.00,559.71,-85.7
279720,500.00,574.57,-89.9
279730,500.00,586.65,-94.2
279740,500.00,596.12,-96.8
279750,500.00,600.30,-89.8
279760,500.00,596.04,-69.8
279770,500.00,584.83,-47.1
279780,500.00,566.66,-18.8
279790,500.00,543.93,8.4
279800,500.00,518.35,34.5
279810,500.00,492.28,56.4
279820,500.00,468.02,72.2
279830,500.00,447.62,81.0
279840,500.00,431.69,84.9
279850,500.00,417.95,91.7
279860,500.00,407.96,92.5
279870,500.00,399.97,95.1
279880,500.00,400.78,77.1
279890,500.00,409.62,54.2
279900,500.00,424.10,31.5
279910,500.00,443.28,6.9
279920,500.00,466.02,-18.3
279930,500.00,491.02,-42.8
279940,500.00,516.21,-63.4
279950,500.00,538.77,-76.3
279960,500.00,557.02,-82.4
279970,500.00,571.01,-85.2
279980,500.00,582.81,-90.5
279990,500.00,592.25,-93.6
280000,500.00,597.80,-90.5
280010,500.00,595.44,-73.0
280020,500.00,585.75,-50.8
280030,500.00,568.40,-21.8
280040,500.00,546.32,5.2
280050,500.00,522.26,28.4
280060,500.00,497.21,50.4
280070,500.00,472.96,68.3
280080,500.00,452.57,77.0
280090,500.00,436.26,82.1
280100,500.00,423.61,85.0
280110,500.00,413.08,89.4
280120,500.00,404.67,92.2
280130,500.00,403.13,79.9
280140,500.00,408.71,61.4
280150,500.00,420.57,39.6
280160,500.00,438.05,14.5
280170,500.00,459.84,-11.4
280180,500.00,483.27,-33.4
280190,500.00,507.22,-53.6
280200,500.00,529.78,-69.0
280210,500.00,548.82,-77.3
280220,500.00,563.86,-81.5
280230,500.00,575.88,-85.3
280240,500.00,585.71,-88.9
280250,500.00,593.37,-91.0
280260,500.00,592.89,-74.6
280270,500.00,585.31,-54.5
280280,500.00,570.85,-29.3
280290,500.00,551.68,-4.7
280300,500.00,529.55,18.8
280310,500.00,505.04,43.2
280320,500.00,481.43,60.3
280330,500.00,460.14,72.8
280340,500.00,443.11,78.0
280350,500.00,429.69,81.8
280360,500.00,418.95,85.2
280370,500.00,410.76,86.9
280380,500.00,406.21,83.5
280390,500.00,409.77,64.6
280400,500.00,419.01,46.0
280410,500.00,434.41,21.6
280420,500.00,454.13,-2.7
280430,500.00,475.70,-23.6
280440,500.00,498.36,-43.9
280450,500.00,519.89,-58.9
280460,500.00,537.11,-64.2
280470,500.00,553.09,-74.6
280480,500.00,565.47,-77.5
280490,500.00,575.38,-80.7
280500,500.00,583.30,-83.2
280510,500.00,587.84,-80.3
280520,500.00,587.07,-69.3
280530,500.00,578.66,-47.5
280540,500.00,563.73,-22.7
280550,500.00,544.58,1.0
280560,500.00,523.47,21.7
280570,500.00,500.77,43.1
280580,500.00,479.62,57.0
280590,500.00,461.09,66.6
280600,500.00,445.88,72.3
280610,500.00,434.10,75.0
280620,500.00,424.68,78.0
280630,500.00,417.14,80.5
280640,500.00,412.32,79.2
280650,500.00,414.65,63.2
280660,500.00,422.92,44.9
280670,500.00,436.54,23.5
280680,500.00,453.83,2.4
280690,500.00,474.46,-20.7
280700,500.00,495.37,-38.0
280710,500.00,515.30,-52.0
280720,500.00,532.84,-61.4
280730,500.00,546.87,-65.7
280740,500.00,558.10,-69.2
280750,500.00,567.68,-73.7
280760,500.00,574.74,-74.6
280770,500.00,580.39,-76.5
280780,500.00,579.71,-63.4
280790,500.00,573.17,-46.7
280800,500.00,560.14,-23.4
280810,500.00,543.51,-3.0
280820,500.00,524.81,16.0
280830,500.00,504.25,36.2
280840,500.00,484.40,50.7
280850,500.00,467.12,59.4
280860,500.00,453.29,63.7
280870,500.00,442.24,67.2
280880,500.00,433.39,70.0
280890,500.00,427.71,68.4
280900,500.00,422.17,72.7
280910,500.00,421.93,62.5
280920,500.00,428.15,44.8
280930,500.00,438.92,27.2
280940,500.00,453.33,8.5
280950,500.00,471.07,-12.2
280960,500.00,488.85,-26.5
280970,500.00,507.68,-43.7
280980,500.00,525.15,-55.0
280990,500.00,538.72,-58.2
281000,500.00,549.17,-60.4
281010,500.00,557.54,-63.1
281020,500.00,564.23,-65.3
281030,500.00,569.99,-68.2
281040,500.00,572.79,-64.7
281050,500.00,569.03,-48.7
281060,500.00,560.82,-33.4
281070,500.00,547.46,-12.5
281080,500.00,531.97,4.0
281090,500.00,515.57,18.9
281100,500.00,498.66,33.5
281110,500.00,482.33,45.4
281120,500.00,467.86,53.4
281130,500.00,457.49,53.6
281140,500.00,449.39,55.6
281150,500.00,442.91,57.7
281160,500.00,437.73,59.4
281170,500.00,433.58,60.8
281180,500.00,432.67,55.3
281190,500.00,436.73,42.2
281200,500.00,444.39,29.1
281210,500.00,455.71,12.8
281220,500.00,468.77,-1.1
281230,500.00,484.01,-17.6
281240,500.00,499.01,-29.1
281250,500.00,512.01,-35.5
281260,500.00,523.01,-40.4
281270,500.00,531.81,-43.1
281280,500.00,538.84,-45.3
281290,500.00,545.28,-49.3
281300,500.00,549.62,-48.8
281310,500.00,553.10,-50.0
281320,500.00,556.28,-52.0
281330,500.00,557.42,-49.0
281340,500.00,556.74,-45.0
281350,500.00,552.39,-34.3
281360,500.00,543.51,-18.2
281370,500.00,533.01,-6.7
281380,500.00,521.01,5.9
281390,500.00,508.81,16.0
281400,500.00,497.64,22.9
281410,500.00,488.32,26.7
281420,500.00,479.25,33.5
281430,500.00,473.60,31.2
281440,500.00,468.88,33.2
281450,500.00,465.31,33.9
281460,500.00,462.84,33.7
281470,500.00,460.88,34.4
281480,500.00,459.30,35.0
281490,500.00,458.04,35.5
281500,500.00,457.03,35.9
281510,500.00,456.63,35.1
281520,500.00,458.30,29.7
281530,500.00,462.44,21.6
281540,500.00,468.35,13.4
281550,500.00,474.08,9.2
281560,500.00,479.67,5.1
281570,500.00,484.93,1.5
281580,500.00,489.55,-0.8
281590,500.00,492.84,-0.8
ACK sp=200.0
281600,200.00,495.87,-255.0
281610,200.00,497.90,-243.1
281620,200.00,499.12,-243.2
281630,200.00,490.49,-217.4
281640,200.00,469.39,-176.2
281650,200.00,437.52,-129.7
281660,200.00,397.61,-82.3
281670,200.00,351.49,-33.3
281680,200.00,301.19,15.0
281690,200.00,247.35,65.1
281700,200.00,197.88,95.9
281710,200.00,158.31,107.9
281720,200.00,126.65,117.6
281730,200.00,101.32,125.4
281740,200.00,81.05,131.8
281750,200.00,64.84,137.0
281760,200.00,51.87,141.3
281770,200.00,45.10,134.7
281780,200.00,50.68,105.9
281790,200.00,65.94,74.6
281800,200.00,89.55,39.3
281810,200.00,118.84,4.7
281820,200.00,153.28,-33.0
281830,200.00,189.62,-65.9
281840,200.00,225.50,-93.7
281850,200.00,258.00,-113.1
281860,200.00,284.00,-121.1
281870,200.00,304.80,-127.6
281880,200.00,321.44,-132.9
281890,200.00,330.75,-126.0
281900,200.00,328.20,-100.6
281910,200.00,315.96,-71.7
281920,200.00,296.57,-42.1
281930,200.00,271.25,-10.2
281940,200.00,241.40,22.7
281950,200.00,209.72,51.6
281960,200.00,177.18,79.5
281970,200.00,147.74,96.9
281980,200.00,123.59,105.9
281990,200.00,103.88,113.0
282000,200.00,89.10,115.2
282010,200.00,78.08,116.8
282020,200.00,76.26,100.2
282030,200.00,83.81,75.7
282040,200.00,99.25,47.8
282050,200.00,120.20,20.3
282060,200.00,146.16,-10.4
282070,200.00,174.53,-37.8
282080,200.00,202.62,-59.8
282090,200.00,231.30,-84.0
282100,200.00,254.84,-92.7
282110,200.00,273.67,-98.5
282120,200.00,288.74,-103.2
282130,200.00,301.39,-108.8
282140,200.00,306.91,-99.2
282150,200.00,303.13,-77.8
282160,200.00,292.10,-54.8
282170,200.00,274.08,-26.5
282180,200.00,252.67,-2.7
282190,200.00,228.93,20.8
282200,200.00,203.55,44.4
282210,200.00,178.44,64.0
282220,200.00,156.35,75.7
282230,200.00,137.28,85.1
282240,200.00,122.02,89.9
282250,200.00,110.42,92.1
282260,200.00,99.74,99.0
282270,200.00,96.79,86.2
282280,200.00,101.83,66.4
282290,200.00,113.46,44.1
282300,200.00,129.57,22.5
282310,200.00,149.26,-0.3
282320,200.00,171.21,-22.3
282330,200.00,194.16,-42.7
282340,200.00,216.53,-59.4
282350,200.00,236.23,-69.9
282360,200.00,251.58,-73.7
282370,200.00,263.86,-77.5
282380,200.00,273.69,-80.6
282390,200.00,281.95,-84.3
282400,200.00,285.16,-77.0
282410,200.00,281.53,-60.6
282420,200.00,273.22,-44.8
282430,200.00,258.78,-21.1
282440,200.00,241.62,-2.1
282450,200.00,222.90,16.0
282460,200.00,201.72,37.8
282470,200.00,182.78,48.6
282480,200.00,166.62,56.0
282490,200.00,153.70,60.0
282500,200.00,143.76,62.1
282510,200.00,135.81,64.7
282520,200.00,129.04,67.9
282530,200.00,124.04,68.6
282540,200.00,124.03,58.8
282550,200.00,129.42,43.8
282560,200.00,138.54,29.2
282570,200.00,150.63,13.7
282580,200.00,165.50,-3.7
282590,200.00,180.80,-16.7
282600,200.00,196.04,-28.8
282610,200.00,210.23,-38.0
282620,200.00,221.99,-42.6
282630,200.00,231.39,-45.5
282640,200.00,238.51,-46.8
282650,200.00,244.21,-48.6
282660,200.00,249.17,-51.2
282670,200.00,253.13,-52.5
282680,200.00,255.91,-52.5
282690,200.00,255.73,-46.6
282700,200.00,251.78,-36.0
282710,200.00,245.02,-25.1
282720,200.00,235.42,-11.8
282730,200.00,225.34,-2.8
282740,200.00,215.67,4.0
282750,200.00,206.13,11.4
282760,200.00,198.51,13.7
282770,200.00,192.21,16.1
282780,200.00,186.77,18.7
282790,200.00,183.01,18.4
282800,200.00,180.01,19.4
282810,200.00,177.41,20.7
282820,200.00,175.33,21.4
282830,200.00,173.86,21.4
282840,200.00,173.09,20.7
282850,200.00,172.07,22.1
282860,200.00,171.26,22.4
282870,200.00,170.61,22.6
282880,200.00,170.08,22.9
282890,200.00,169.67,23.1
282900,200.00,169.33,23.2
282910,200.00,169.07,23.4
282920,200.00,168.85,23.5
282930,200.00,168.68,23.7
282940,200.00,168.55,23.8
282950,200.00,169.44,21.1
282960,200.00,168.95,24.3
282970,200.00,168.76,24.0
282980,200.00,168.61,24.1
282990,200.00,168.49,24.2
283000,200.00,168.19,24.9
283010,200.00,168.15,24.5
283020,200.00,168.52,23.4
283030,200.00,168.42,24.5
283040,200.00,168.33,24.6
283050,200.00,168.27,24.7
283060,200.00,168.21,24.8
283070,200.00,167.97,25.5
283080,200.00,167.98,25.1
283090,200.00,168.98,22.3
283100,200.00,168.79,25.0
283110,200.00,168.03,26.8
283120,200.00,167.82,25.9
283130,200.00,167.86,25.5
283140,200.00,167.69,26.1
283150,200.00,167.75,25.7
283160,200.00,167.80,25.8
283170,200.00,167.84,25.8
283180,200.00,167.87,25.9
283190,200.00,168.30,24.9
283200,200.00,168.24,26.0
283210,200.00,168.19,26.0
283220,200.00,168.15,26.1
283230,200.00,168.12,26.2
283240,200.00,168.10,26.3
283250,200.00,167.48,28.1
283260,200.00,167.58,26.6
283270,200.00,167.67,26.7
283280,200.00,167.73,26.7
283290,200.00,167.79,26.8
283300,200.00,167.83,26.9
283310,200.00,167.86,26.9
283320,200.00,168.29,25.9
